ID or #		Start	End
gene2366		2427009	2427791
gene2367		2428057	2428626
gene2368		2428721	2430238
gene2369		2430275	2430763
gene2370		2431022	2431684
gene2371		2431674	2432942
gene2372		2433012	2433926
gene2373		2434082	2434741
gene2374		2434824	2435636
gene2375		2435636	2436649
gene2376		2436715	2437851
gene2377		2437950	2438945
gene2378		2438942	2440120
gene2379		2440385	2441605
gene2380		2441764	2443770
gene2381		2443891	2444169
gene2382		2444203	2444751
gene2383		2444751	2445560
gene2384		2445560	2446384
gene2385		2446388	2447473
gene2386		2447508	2448440
gene2387		2448606	2449157
gene2388		2449228	2450049
gene2389		2450051	2450590
gene2390		2450587	2451075
gene2391		2451072	2451584
gene2392		2451584	2452336
gene2393		2452356	2455001
gene2394		2455083	2455646
gene2395		2456327	2456812
gene2396		2457015	2459159
gene2397		2459159	2460469
gene2398		2460650	2460934
gene2399		2461306	2462646
gene2400		2463012	2464070
gene2401		2464252	2465007
gene2402		2465301	2466233
gene2403		2466309	2466383
gene2404		2466545	2467702
gene2405		2467855	2468217
gene2406		2468214	2469134
gene2407		2469131	2470462
gene2408		2470815	2471105
gene2409		2471077	2471517
gene2410		2471544	2472122
gene2411		2472118	2472387
gene2412		2472387	2472881
gene2413		2472878	2473585
gene2414		2473604	2473966
gene2415		2474032	2474856
gene2416		2474984	2475520
gene2417		2475511	2475873
gene2418		2475873	2476178
gene2419		2476181	2476231
gene2420		2476310	2476510
gene2421		2476584	2476598
gene2422		2476694	2477629
gene2423		2477847	2479184
gene2424		2479202	2480530
gene2425		2480638	2482176
gene2426		2482176	2483339
gene2427		2483755	2484369
gene2428		2484374	2487967
gene2429		2488023	2489168
gene2430		2489242	2490186
gene2431		2490256	2491950
gene2432		2492004	2493254
gene2433		2493767	2494402
gene2434		2494698	2494973
gene2435		2495050	2495292
gene2436		2495645	2496565
gene2437		2496921	2496992
gene2438		2497057	2498295
gene2439		2498671	2500368
gene2440		2500383	2501117
gene2441		2501130	2501987
gene2442		2501990	2504485
gene2443		2504510	2505547
gene2444		2505547	2506632
gene2445		2506647	2507894
gene2446		2507916	2508242
gene2447		2508461	2509426
gene2448		2509630	2510886
gene2449		2511001	2511327
gene2450		2511468	2512706
gene2451		2513042	2514244
gene2452		2514331	2515443
gene2453		2515643	2517832
gene2454		2518041	2518116
gene2455		2518156	2518231
gene2456		2518467	2518811
gene2457		2518813	2519205
gene2458		2519257	2520672
gene2459		2520931	2521006
gene2460		2521051	2521126
gene2462		2521253	2521328
gene2463		2521593	2522477
gene2464		2522729	2523985
gene2465		2524045	2524878
gene2466		2525127	2525891
gene2467		2525930	2526856
gene2468		2526946	2527944
gene2469		2527941	2528159
gene2470		2528161	2530176
gene2471		2530247	2531233
gene2472		2531463	2532224
gene2473		2532409	2533380
gene2474		2533764	2534021
gene2475		2534066	2535793
gene2476		2535834	2536343
gene2477		2536386	2537237
gene2478		2537342	2537716
gene2479		2537749	2538483
gene2480		2538672	2539583
gene2481		2539717	2540814
gene2482		2540804	2541679
gene2483		2541679	2542512
gene2484		2542512	2543528
gene2485		2543832	2544623
gene2486		2544752	2545609
gene2487		2545773	2546669
gene2488		2546673	2548097
gene2489		2548102	2549406
gene2490		2549646	2550545
gene2491		2550641	2551216
gene2492		2551277	2551726
gene2493		2551713	2552138
gene2494		2552352	2553221
gene2495		2553225	2554124
gene2496		2554130	2555182
gene2497		2555228	2555728
gene2498		2555741	2556400
gene2499		2556410	2557297
gene2500		2557318	2558679
gene2501		2558858	2560066
gene2502		2560257	2560898
gene2503		2561368	2561613
gene2504		2561625	2561993
gene2505		2562111	2562527
gene2506		2562524	2563117
gene2507		2563592	2563969
gene2508		2563980	2564372
gene2509		2564523	2565332
gene2510		2565481	2566884
gene2511		2566881	2568107
gene2512		2568324	2569511
gene2513		2569501	2570337
gene2514		2570348	2571751
gene2515		2571763	2572050
gene2516		2572157	2572450
gene2517		2572489	2573505
gene2518		2573502	2574305
gene2519		2574302	2575003
gene2520		2574978	2575457
gene2521		2575470	2575805
gene2522		2576098	2578377
gene2523		2578666	2579616
gene2524		2579636	2581639
gene2525		2581734	2582777
gene2526		2582903	2583478
gene2527		2583546	2585525
gene2528		2585731	2587431
gene2529		2587595	2590708
gene2530		2590807	2590866
gene2531		2591247	2591603
gene2532		2591607	2592734
gene2533		2592762	2592962
gene2534		2593072	2593770
gene2535		2593844	2595859
gene2536		2595874	2596737
gene2537		2596905	2597618
gene2538		2597831	2598865
gene2539		2598882	2599760
gene2540		2599906	2600478
gene2541		2600478	2600948
gene2542		2601201	2601818
gene2543		2601818	2603836
gene2544		2603847	2604794
gene2545		2604811	2606250
gene2546		2606262	2606912
gene2547		2606917	2608497
gene2548		2608487	2610154
gene2549		2610164	2610709
gene2550		2610706	2611464
gene2551		2611457	2611870
gene2552		2611900	2613912
gene2553		2613934	2614782
gene2554		2614820	2615881
gene2555		2616094	2617557
gene2556		2617578	2617937
gene2557		2618075	2618776
gene2558		2618871	2620160
gene2559		2620246	2620872
gene2560		2621197	2622234
gene2561		2622234	2622872
gene2562		2623044	2625110
gene2563		2625115	2626656
gene2564		2626695	2628938
gene2565		2629290	2629481
gene2566		2629792	2630310
gene2567		2630326	2630865
gene2568		2630958	2632535
gene2569		2632604	2634070
gene2570		2634232	2635602
gene2571		2635599	2635814
gene2572		2635884	2637356
gene2573		2637474	2638652
gene2574		2638663	2639283
gene2575		2639301	2640575
gene2576		2640686	2641804
gene2577		2641831	2642844
gene2578		2643129	2644283
gene2579		2644433	2644864
gene2580		2645013	2647325
gene2581		2647326	2652287
gene2582		2652494	2653339
gene2583		2653855	2654158
gene2584		2654157	2654933
gene2585		2655075	2656358
gene2586		2656536	2656736
gene2587		2656748	2657083
gene2588		2657085	2658935
gene2589		2658952	2659467
gene2590		2659563	2659886
gene2591		2659903	2660289
gene2592		2660317	2661531
gene2593		2661643	2662131
gene2594		2662583	2663323
gene2595		2663442	2664245
gene2596		2664390	2665244
gene2597		2665435	2666715
gene2598		2666707	2667846
gene2599		2668006	2668896
gene2600		2668006	2668071
gene2601		2669032	2670393
gene2602		2670390	2670908
gene2603		2670908	2671228
gene2604		2671225	2672037
gene2605		2672047	2673249
gene2606		2673346	2673768
gene2607		2673816	2674688
gene2608		2674700	2675761
gene2609		2675827	2676825
gene2610		2676850	2678361
gene2611		2678384	2679367
gene2612		2679464	2682745
gene2613		2682863	2684056
gene2614		2684254	2685507
gene2615		2685835	2687025
gene2616		2687070	2687408
gene2617		2687469	2688803
gene2618		2688793	2689506
gene2619		2689671	2691098
gene2620		2691157	2691340
gene2621		2691656	2695543
gene2622		2695801	2697357
gene2623		2697354	2697857
gene2624		2697915	2698550
gene2625		2698759	2699607
gene2626		2699663	2699923
gene2627		2700117	2700197
gene2628		2700520	2700596
gene2629		2700618	2700998
gene2630		2700998	2701729
gene2631		2701741	2702469
gene2632		2702481	2703386
gene2633		2703383	2704063
gene2634		2704335	2705309
gene2635		2705325	2707124
gene2636		2707322	2707801
gene2637		2707798	2708754
gene2638		2708754	2709404
gene2639		2709437	2710012
gene2640		2710420	2712042
gene2641		2712027	2712764
gene2642		2712896	2714230
gene2643		2714439	2715320
gene2644		2715423	2716010
gene2645		2716066	2716449
gene2646		2716754	2717443
gene2647		2717491	2718528
gene2648		2718735	2719154
gene2649		2719223	2719921
gene2650		2719953	2722613
gene2651		2722727	2724082
gene2652		2724128	2724451
gene2653		2724448	2725746
gene2654		2726069	2726188
gene2655		2726281	2729184
gene2656		2729369	2729444
gene2657		2729616	2731157
gene2658		2731600	2734173
gene2659		2734153	2734295
gene2660		2734303	2735034
gene2661		2735031	2736011
gene2662		2736146	2736883
gene2663		2737154	2737495
gene2664		2737599	2737646
gene2665		2737745	2738905
gene2666		2738948	2740069
gene2667		2740080	2741150
gene2668		2741360	2741725
gene2669		2741875	2742393
gene2670		2742383	2743609
gene2671		2743625	2744107
gene2672		2744183	2744530
gene2673		2744572	2745339
gene2674		2745370	2745918
gene2675		2745937	2746185
gene2676		2746434	2747795
gene2677		2747962	2748753
gene2678		2748774	2750060
gene2679		2750115	2750708
gene2680		2750831	2751709
gene2681		2751795	2753456
gene2682		2753605	2753946
gene2683		2754008	2754298
gene2684		2754288	2754764
gene2685		2754896	2755378
gene2686		2755593	2755955
gene2687		2756159	2757400
gene2688		2757644	2758600
gene2689		2758644	2758856
gene2690		2758985	2760394
gene2691		2760547	2761173
gene2692		2761351	2763540
gene2693		2763537	2765153
gene2694		2765513	2765776
gene2695		2765918	2766991
gene2696		2766984	2767355
gene2697		2767710	2768573
gene2698		2768665	2769486
gene2699		2769703	2770404
gene2700		2770445	2770681
gene2701		2770681	2771124
gene2702		2771148	2771615
gene2703		2772002	2772154
gene2704		2772167	2773182
gene2705		2773318	2775021
gene2706		2775545	2775816
gene2707		2775919	2776377
gene2708		2776386	2776868
gene2709		2776877	2777077
gene2710		2777115	2777432
gene2711		2777453	2777782
gene2712		2777972	2777985
gene2713		2778146	2782726
gene2714		2783065	2783304
gene2715		2783638	2785011
gene2716		2785762	2785837
gene2717		2786397	2788649
gene2718		2788985	2789962
gene2719		2789982	2791250
gene2720		2791273	2792721
gene2721		2792735	2794015
gene2722		2794253	2795653
gene2723		2795674	2796336
gene2724		2796337	2796786
gene2725		2796870	2797028
gene2726		2797211	2797510
gene2727		2797520	2798044
gene2728		2798091	2798495
gene2729		2799164	2799613
gene2730		2799650	2799994
gene2731		2800146	2800475
gene2732		2800723	2800968
gene2733		2800965	2801375
gene2734		2801348	2803492
gene2735		2803502	2804461
gene2736		2804815	2806017
gene2737		2806010	2807074
gene2738		2807132	2808124
gene2739		2808316	2809493
gene2740		2809617	2810354
gene2741		2810344	2810679
gene2742		2810770	2811300
gene2743		2811427	2812599
gene2744		2812616	2814154
gene2745		2814218	2814733
gene2746		2814802	2814879
gene2747		2814883	2816439
gene2748		2816512	2816940
gene2749		2816937	2817503
gene2750		2817784	2817860
gene2751		2818059	2818135
gene2752		2818198	2818274
gene2753		2818473	2818549
gene2754		2818553	2818645
gene2755		2818961	2819146
gene2756		2819381	2822011
gene2757		2822139	2822639
gene2758		2822708	2823769
gene2759		2823849	2824346
gene2760		2824491	2825576
gene2761		2825832	2826395
gene2762		2826392	2827351
gene2763		2827362	2827733
gene2764		2827737	2828516
gene2765		2828621	2828980
gene2766		2829047	2829820
gene2767		2829813	2830778
gene2768		2830775	2832289
gene2769		2832476	2833915
gene2770		2833912	2835045
gene2771		2835173	2837425
gene2772		2837578	2838105
gene2773		2838254	2839264
gene2774		2839524	2840981
gene2775		2840990	2842414
gene2776		2842573	2843043
gene2777		2843036	2843446
gene2778		2843443	2844210
gene2779		2844210	2844752
gene2780		2844762	2846471
gene2781		2846489	2847412
gene2782		2847415	2849241
gene2783		2849238	2849849
gene2784		2849974	2850435
gene2785		2850647	2850997
gene2786		2851001	2851873
gene2787		2851864	2852136
gene2788		2852136	2853257
gene2789		2853254	2854264
gene2790		2854338	2856416
gene2791		2856453	2856806
gene2792		2857093	2859654
gene2793		2859760	2860416
gene2794		2860467	2861234
gene2795		2861430	2862338
gene2796		2862335	2863501
gene2797		2863593	2864231
gene2798		2864236	2865012
gene2799		2865101	2866465
gene2800		2866559	2867551
gene2801		2867614	2868753
gene2802		2868893	2869519
gene2803		2869513	2870274
gene2804		2870255	2871304
gene2805		2871301	2871780
gene2806		2871780	2872490
gene2807		2872509	2872820
gene2808		2873014	2873337
gene2809		2873387	2873992
gene2810		2873992	2875419
gene2811		2875421	2876329
gene2812		2876581	2877618
gene2813		2878569	2878853
gene2814		2878855	2879772
gene2815		2879788	2880387
gene2816		2880374	2881048
gene2817		2881051	2882142
gene2818		2882155	2882637
gene2819		2882630	2884138
gene2820		2884553	2887219
gene2821		2887354	2887409
gene2822		2887578	2888312
gene2823		2888387	2890099
gene2824		2890099	2891898
gene2825		2892214	2892579
gene2826		2892657	2893928
gene2827		2893919	2894179
gene2828		2894196	2894771
gene2829		2894919	2895779
gene2830		2895776	2896555
gene2831		2896533	2897870
gene2832		2897964	2899418
gene2833		2899488	2900273
gene2834		2900592	2901869
gene2835		2901896	2903374
gene2836		2904747	2905418
gene2837		2905557	2905697
gene2838		2905711	2906583
gene2839		2906643	2907941
gene2840		2908029	2909666
gene2841		2909894	2910685
gene2842		2910756	2911091
gene2843		2911091	2911339
gene2844		2911417	2913651
gene2845		2913699	2915000
gene2846		2915057	2917813
gene2847		2918045	2919385
gene2848		2919406	2920746
gene2849		2920748	2922100
gene2850		2922535	2922984
gene2851		2923002	2923784
gene2852		2923784	2924113
gene2853		2924156	2924524
gene2854		2924735	2925280
gene2855		2925348	2926196
gene2856		2926308	2927672
gene2857		2928229	2929518
gene2858		2929576	2930943
gene2859		2931055	2931810
gene2860		2931865	2933013
gene2861		2933041	2933688
gene2862		2934235	2935551
gene2863		2935584	2937359
gene2864		2937438	2938886
gene2865		2938888	2939310
gene2866		2939368	2940099
gene2867		2940143	2941243
gene2868		2941236	2941631
gene2869		2941650	2942567
gene2870		2942696	2942901
gene2871		2942918	2943145
gene2872		2943337	2944542
gene2873		2944542	2944985
gene2874		2945036	2945842
gene2875		2946081	2947178
gene2876		2947387	2947463
gene2877		2947497	2947573
gene2878		2947607	2947683
gene2879		2947757	2949010
gene2880		2949242	2950573
gene2881		2950635	2952461
gene2882		2952461	2956003
gene2883		2955996	2958884
gene2884		2959060	2962428
gene2885		2962441	2962764
gene2886		2962749	2963156
gene2887		2963153	2963716
gene2888		2963707	2964177
gene2889		2964361	2965155
gene2890		2965162	2966037
gene2891		2966188	2968434
gene2892		2968447	2968977
gene2893		2969662	2970351
gene2894		2970420	2971133
gene2895		2971271	2971489
gene2896		2971597	2972637
gene2897		2972669	2973862
gene2898		2973855	2976014
gene2899		2976102	2976189
gene2900		2976304	2976385
gene2901		2976599	2977630
gene2902		2977637	2978899
gene2903		2979021	2979956
gene2904		2979943	2980635
gene2905		2980764	2982182
gene2906		2982497	2983258
gene2907		2983288	2984124
gene2908		2984411	2985592
gene2909		2985847	2987076
gene2910		2987536	2988168
gene2911		2988502	2989311
gene2912		2989304	2989786
gene2913		2989819	2989899
gene2914		2989935	2990360
gene2915		2990554	2991043
gene2916		2991268	2991759
gene2917		2992094	2993470
gene2918		2993638	2993856
gene2919		2993939	2994441
gene2920		2994460	2995092
gene2921		2995314	2996020
gene2922		2995962	2996360
gene2923		2996372	2997277
gene2924		2997235	2997600
gene2925		2997692	2998828
gene2926		2998984	2999057
gene2927		2999136	2999891
gene2928		3000345	3002603
gene2929		3002614	3003492
gene2930		3003489	3003968
gene2931		3004008	3005786
gene2932		3006262	3007452
gene2933		3007510	3008706
gene2934		3008764	3009975
gene2935		3010028	3011413
gene2936		3011461	3012393
gene2937		3012614	3014239
gene2938		3014287	3015057
gene2939		3015160	3015738
gene2940		3016060	3019158
gene2941		3019161	3020489
gene2942		3020540	3021319
gene2943		3021316	3024186
gene2944		3024351	3025751
gene2945		3025766	3027085
gene2946		3027121	3028488
gene2947		3028524	3029012
gene2948		3029012	3030931
gene2949		3031367	3032815
gene2950		3032817	3032942
gene2951		3033065	3033613
gene2952		3033657	3035174
gene2953		3035184	3036282
gene2954		3036373	3038106
gene2955		3038112	3038822
gene2956		3038847	3039743
gene2957		3039855	3040376
gene2958		3040416	3040823
gene2959		3040804	3041070
gene2960		3041313	3042293
gene2961		3042489	3043148
gene2962		3043312	3043623
gene2963		3043662	3045101
gene2964		3045158	3045901
gene2965		3046168	3049041
gene2966		3049160	3049549
gene2967		3049573	3050667
gene2968		3051115	3052317
gene2969		3052340	3053518
gene2970		3053515	3054840
gene2971		3054866	3055444
gene2972		3055612	3055941
gene2973		3055983	3056165
gene2974		3056241	3056789
gene2975		3056849	3056988
gene2976		3056890	3056949
gene2977		3057178	3058410
gene2978		3058666	3059325
gene2979		3059381	3059701
gene2980		3059753	3060646
gene2981		3060850	3062994
gene2982		3062987	3063982
gene2983		3063993	3064778
gene2984		3064802	3066280
gene2985		3066277	3067173
gene2986		3067340	3068080
gene2987		3068173	3068808
gene2988		3068947	3069807
gene2989		3070165	3071244
gene2990		3071459	3072622
gene2991		3072672	3073691
gene2992		3073976	3074689
gene2993		3074686	3075195
gene2994		3075217	3076182
gene2995		3076179	3077456
gene2996		3077471	3078859
gene2997		3078887	3079330
gene2998		3079644	3081635
gene2999		3081913	3082671
gene3000		3082877	3083797
gene3001		3083935	3085911
gene3002		3085920	3086051
gene3003		3086187	3086402
gene3004		3086706	3087860
gene3005		3088284	3089678
gene3006		3089755	3090252
gene3007		3090347	3091054
gene3008		3091134	3091865
gene3009		3091878	3092828
gene3010		3092937	3093500
gene3011		3093500	3093916
gene3012		3094100	3095080
gene3013		3095098	3095802
gene3014		3095820	3096386
gene3015		3096383	3096673
gene3016		3096681	3097274
gene3017		3097267	3098403
gene3018		3098558	3099565
gene3019		3099682	3100728
gene3020		3100904	3101623
gene3021		3101807	3102133
gene3022		3102133	3102852
gene3023		3103013	3104065
gene3024		3104093	3104368
gene3025		3104433	3105512
gene3026		3105714	3106970
gene3027		3107020	3109155
gene3028		3109553	3110260
gene3029		3110366	3110441
gene3030		3110590	3111126
gene3031		3111128	3112090
gene3032		3112093	3112941
gene3033		3113067	3113477
gene3034		3113543	3114352
gene3035		3114550	3119112
gene3036		3119597	3121279
gene3037		3121634	3123805
gene3038		3123827	3124231
gene3039		3124236	3125459
gene3040		3125470	3126522
gene3041		3126522	3128021
gene3042		3128272	3129036
gene3043		3129043	3130143
gene3044		3130178	3131194
gene3045		3131341	3132408
gene3046		3132454	3133212
gene3047		3133244	3133957
gene3048		3134131	3134823
gene3049		3134872	3136371
gene3050		3136663	3138522
gene3051		3138727	3139593
gene3052		3139716	3139964
gene3053		3139977	3140318
gene3054		3140311	3140799
gene3055		3140792	3141286
gene3056		3141286	3142989
gene3057		3142986	3144164
gene3058		3144154	3145140
gene3059		3145143	3146261
gene3060		3146450	3146737
gene3061		3146856	3147691
gene3062		3147897	3148937
gene3063		3148977	3149471
gene3064		3149662	3150546
gene3065		3150818	3151243
gene3066		3151250	3151984
gene3067		3152236	3153423
gene3068		3153563	3154222
gene3069		3154262	3155218
gene3070		3155355	3156518
gene3071		3156623	3157450
gene3072		3157650	3158576
gene3073		3158627	3158884
gene3074		3158927	3161146
gene3075		3161257	3162669
gene3076		3162744	3163481
gene3077		3163715	3165973
gene3078		3166111	3167718
gene3079		3167851	3168246
gene3080		3168248	3168544
gene3081		3168749	3169231
gene3082		3169284	3169676
gene3083		3169828	3170487
gene3084		3170484	3171833
gene3085		3171879	3172211
gene3086		3172530	3173111
gene3087		3173142	3173456
gene3088		3173504	3175396
gene3089		3175425	3176006
gene3090		3176006	3176833
gene3091		3176858	3177280
gene3092		3177281	3177910
gene3093		3178115	3179596
gene3094		3179744	3180415
gene3095		3180421	3181581
gene3096		3181619	3182407
gene3097		3182550	3183323
gene3098		3183813	3184466
gene3099		3184840	3185130
gene3100		3185414	3185965
gene3101		3186061	3186089
gene3101		3187421	3189865
gene3102		3186187	3186552
gene3103		3186510	3187415
gene3104		3189881	3190630
gene3105		3190632	3191696
gene3106		3191739	3191939
gene3107		3192208	3192837
gene3108		3192864	3194525
gene3109		3194723	3194865
gene3110		3194766	3194825
gene3111		3195099	3195240
gene3112		3195141	3195200
gene3113		3195320	3196753
gene3114		3196801	3199641
gene3115		3199664	3200965
gene3116		3201207	3201827
gene3117		3201891	3203129
gene3118		3203310	3204131
gene3119		3204221	3204589
gene3120		3204694	3205311
gene3121		3205324	3206256
gene3122		3206463	3207374
gene3123		3207371	3207976
gene3124		3208024	3209487
gene3125		3209530	3210543
gene3126		3210781	3210996
gene3127		3211107	3212852
gene3128		3213047	3214888
gene3129		3214967	3215473
gene3130		3215598	3215673
gene3131		3215727	3216491
gene3132		3216779	3217402
gene3133		3217556	3219076
gene3134		3219494	3220873
gene3135		3220915	3221247
gene3136		3221466	3222449
gene3137		3222633	3225725
gene3138		3225722	3226171
gene3139		3226234	3227667
gene3140		3227801	3228871
gene3141		3228888	3231239
gene3142		3231665	3233683
gene3143		3233728	3234144
gene3144		3234141	3234455
gene3145		3234739	3235875
gene3146		3235960	3236463
gene3147		3236540	3237232
gene3148		3237311	3238297
gene3149		3238580	3239545
gene3150		3239944	3241188
gene3151		3241193	3241744
gene3152		3241827	3243314
gene3153		3243329	3244741
gene3154		3245104	3246522
gene3155		3246652	3247428
gene3156		3247773	3248435
gene3157		3248439	3248822
gene3158		3248969	3249337
gene3159		3249375	3249680
gene3160		3249683	3250087
gene3161		3250077	3250376
gene3162		3250562	3250954
gene3163		3251024	3252010
gene3164		3252304	3252669
gene3165		3252911	3253267
gene3166		3253318	3254214
gene3167		3254319	3255020
gene3168		3255043	3255207
gene3169		3255341	3256651
gene3170		3256679	3258010
gene3171		3258285	3259649
gene3172		3259721	3260110
gene3173		3260124	3262418
gene3174		3262452	3263660
gene3175		3263686	3265017
gene3176		3265039	3266028
gene3177		3266127	3267065
gene3178		3267380	3267598
gene3179		3267854	3268393
gene3180		3268415	3269602
gene3181		3270216	3270592
gene3182		3270625	3271770
gene3183		3271867	3272751
gene3184		3272787	3273557
gene3185		3273573	3274907
gene3186		3275282	3276853
gene3187		3277002	3277337
gene3188		3277337	3277801
gene3189		3277856	3278665
gene3190		3278914	3280194
gene3191		3280217	3280690
gene3192		3280701	3281075
gene3193		3281071	3281625
gene3194		3281976	3283130
gene3195		3283143	3284003
gene3196		3284170	3284646
gene3197		3284685	3285488
gene3198		3285478	3286269
gene3199		3286270	3287025
gene3200		3287426	3288010
gene3201		3288090	3288785
gene3202		3288814	3291330
gene3203		3291341	3292432
gene3204		3292475	3293335
gene3205		3293400	3295436
gene3206		3295394	3295789
gene3207		3295809	3296399
gene3208		3296409	3296984
gene3209		3297098	3298138
gene3210		3298211	3298846
gene3211		3298974	3299492
gene3212		3299472	3299915
gene3213		3299966	3300268
gene3214		3300255	3300758
gene3215		3300752	3301276
gene3216		3301485	3302480
gene3217		3302489	3303367
gene3218		3303448	3304455
gene3219		3304573	3305817
gene3220		3305971	3307860
gene3221		3307853	3307933
gene3222		3308040	3308924
gene3223		3309033	3311168
gene3224		3311225	3311398
gene3225		3311415	3311684
gene3226		3311833	3312777
gene3227		3312777	3313178
gene3228		3313342	3316014
gene3229		3316039	3317526
gene3230		3317554	3318006
gene3231		3318213	3318289
gene3232		3318637	3319980
gene3233		3319988	3321613
gene3234		3322072	3322158
gene3235		3322173	3322505
gene3236		3322733	3324070
gene3237		3324063	3324911
gene3238		3325001	3326935
gene3239		3327035	3327664
gene3240		3327790	3328083
gene3241		3328239	3328715
gene3242		3328963	3330396
gene3243		3330582	3331754
gene3244		3331770	3332735
gene3245		3332862	3333119
gene3246		3333140	3333451
gene3247		3333710	3334681
gene3248		3334909	3335187
gene3249		3335235	3336494
gene3250		3336549	3336803
gene3251		3336963	3337256
gene3252		3337256	3337891
gene3253		3337910	3338461
gene3254		3338466	3339248
gene3255		3339256	3340065
gene3256		3340275	3341252
gene3257		3341266	3342252
gene3258		3342273	3342839
gene3259		3342836	3343411
gene3260		3343380	3343937
gene3261		3343944	3344669
gene3262		3344717	3346150
gene3263		3346173	3346460
gene3264		3346578	3347069
gene3265		3347115	3347969
gene3266		3347966	3348238
gene3267		3348452	3349084
gene3268		3349081	3349809
gene3269		3349806	3350459
gene3270		3350577	3350697
gene3271		3350689	3353025
gene3272		3353121	3354050
gene3273		3354725	3359185
gene3274		3359198	3360616
gene3275		3361176	3361940
gene3276		3362112	3362786
gene3277		3362807	3365188
gene3278		3365185	3365551
gene3278		3366751	3366929
gene3279		3365702	3366718
gene3280		3366926	3367642
gene3281		3367827	3368954
gene3282		3369014	3369478
gene3283		3369475	3370350
gene3284		3370347	3371036
gene3285		3371084	3372574
gene3286		3372683	3373576
gene3287		3373698	3374489
gene3288		3374869	3376236
gene3289		3376279	3376776
gene3290		3376782	3377420
gene3291		3377815	3378207
gene3292		3378223	3378651
gene3293		3378870	3379997
gene3294		3380191	3380589
gene3295		3380743	3382110
gene3296		3382200	3383267
gene3297		3383330	3384268
gene3298		3384703	3385173
gene3299		3385538	3385801
gene3300		3385857	3386129
gene3301		3386221	3388188
gene3302		3388194	3389126
gene3303		3389134	3389337
gene3304		3389520	3390449
gene3305		3390583	3392028
gene3306		3392458	3396258
gene3307		3396326	3397795
gene3308		3397785	3398378
gene3309		3398387	3398875
gene3310		3398875	3399978
gene3311		3400044	3401087
gene3312		3401392	3403332
gene3313		3403484	3404458
gene3314		3404495	3404637
gene3315		3404638	3405031
gene3316		3405436	3405906
gene3317		3405917	3407266
gene3318		3407375	3407617
gene3319		3407607	3409058
gene3320		3409070	3409951
gene3321		3410280	3411245
gene3322		3411271	3411567
gene3323		3411653	3412537
gene3324		3412621	3412800
gene3325		3412803	3413465
gene3326		3413864	3415021
gene3327		3415033	3418137
gene3328		3418390	3418611
gene3329		3419042	3420066
gene3330		3420134	3421315
gene3331		3421325	3422428
gene3332		3422436	3423194
gene3333		3423423	3423542
gene3335		3423668	3423787
gene3336		3423880	3426783
gene3337		3426958	3427033
gene3338		3427076	3427152
gene3339		3427221	3428762
gene3340		3429236	3429790
gene3341		3429766	3430023
gene3342		3430020	3430838
gene3343		3430843	3431415
gene3344		3431420	3431962
gene3345		3431991	3432464
gene3346		3432436	3433560
gene3347		3433690	3434199
gene3348		3434214	3435161
gene3349		3435207	3436496
gene3350		3436518	3437894
gene3351		3438024	3438434
gene3352		3438431	3438649
gene3353		3438705	3439130
gene3354		3439141	3439509
gene3355		3439616	3439999
gene3356		3440040	3441029
gene3357		3441055	3441675
gene3358		3441709	3442098
gene3359		3442115	3442471
gene3360		3442618	3442734
gene3361		3442766	3444097
gene3362		3444105	3444539
gene3363		3444543	3444722
gene3364		3444726	3445229
gene3365		3445244	3445597
gene3366		3445607	3446140
gene3367		3446153	3446545
gene3368		3446579	3446884
gene3369		3446899	3447438
gene3370		3447453	3447767
gene3371		3447778	3448149
gene3372		3448314	3448568
gene3373		3448568	3448759
gene3374		3448759	3449169
gene3375		3449182	3449883
gene3376		3449901	3450233
gene3377		3450248	3450526
gene3378		3450543	3451364
gene3379		3451382	3451684
gene3380		3451681	3452286
gene3381		3452297	3452926
gene3382		3452959	3453270
gene3383		3453508	3453927
gene3384		3453929	3455398
gene3385		3455578	3456393
gene3386		3456377	3458329
gene3387		3458339	3459820
gene3388		3459817	3461013
gene3389		3461023	3461460
gene3390		3461468	3461977
gene3391		3461974	3462351
gene3392		3462344	3462931
gene3393		3462924	3463907
gene3394		3463922	3465085
gene3395		3465082	3465543
gene3396		3465543	3466220
gene3397		3466249	3466725
gene3398		3466797	3466991
gene3399		3467160	3469853
gene3400		3470145	3471329
gene3401		3471400	3473514
gene3402		3473542	3474081
gene3403		3474178	3474552
gene3404		3474678	3474965
gene3405		3474973	3475332
gene3406		3475332	3475718
gene3407		3475718	3476440
gene3408		3476607	3477419
gene3409		3477640	3477858
gene3410		3477907	3478497
gene3411		3478592	3478792
gene3412		3478802	3480607
gene3413		3480607	3481161
gene3414		3481289	3483202
gene3415		3483202	3484224
gene3416		3484218	3484436
gene3417		3484490	3485359
gene3418		3485414	3485818
gene3419		3486120	3486752
gene3420		3486791	3488893
gene3421		3488960	3490180
gene3422		3490266	3490829
gene3423		3490861	3491463
gene3424		3491453	3491620
gene3425		3491725	3492297
gene3426		3492568	3493749
gene3427		3494011	3496554
gene3428		3496551	3496877
gene3429		3497003	3497809
gene3430		3497828	3499201
gene3431		3499448	3499615
gene3432		3499910	3501247
gene3433		3501268	3502290
gene3434		3502340	3503170
gene3435		3503167	3503952
gene3436		3504052	3504783
gene3437		3504935	3506020
gene3438		3506032	3507336
gene3439		3507348	3507701
gene3440		3507712	3508590
gene3441		3508587	3509813
